"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","34","41","18","24","0","1","8","3","0","0","",""
"区南部","11","3","4","4","0","0","1","0","0","0","",""
"区西南部","8","0","0","2","0","0","6","1","0","0","",""
"区西部","20","2","21","23","0","10","10","3","0","0","",""
"区西北部","15","5","6","8","0","1","8","1","2","0","",""
"区東北部","4","0","0","0","0","0","2","4","0","0","",""
"区東部","12","4","6","11","0","0","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","2","0","0","8","6","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","105","55","55","74","0","12","45","20","2","0","",""
