"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","5","0"
"1〜4歳","0","0","0","0","0","0","10","12","1"
"5〜9歳","0","0","0","0","0","0","3","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","6","1","0","3","0","0","2","0","0"
"20〜24歳","22","5","7","22","0","0","2","0","0"
"25〜29歳","28","5","5","24","1","0","1","1","1"
"30〜34歳","17","6","6","11","0","1","4","0","0"
"35〜39歳","11","1","8","14","0","0","3","1","0"
"40〜44歳","13","4","4","8","0","0","0","0","0"
"45〜49歳","9","6","2","3","0","0","6","0","0"
"50〜54歳","3","4","3","2","0","1","5","1","1"
"55〜59歳","2","1","0","3","0","0","5","0","1"
"60〜64歳","2","1","0","0","0","0","12","1","0"
"65〜69歳","1","0","0","0","0","0","12","3","2"
"70歳以上","0","0","0","0","0","0","53","6","1"
"合計","114","34","35","90","1","2","131","31","7"
