"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","2","2","52","6","2","1","23","0","1","0","1","0","0","0","0","0","0","0"
"1歳","0","2","0","1","96","17","4","0","17","0","5","1","1","0","0","1","0","0","0","0"
"2歳","0","0","1","6","57","19","2","1","1","0","0","2","0","0","0","0","0","0","0","0"
"3歳","0","2","2","8","42","17","1","1","3","0","0","6","0","0","0","0","0","0","0","0"
"4歳","1","1","0","15","49","13","2","4","0","0","1","4","0","0","0","0","0","0","0","0"
"5歳","0","0","0","14","41","13","0","2","0","0","0","5","0","0","0","0","0","0","0","0"
"6歳","0","0","2","13","27","6","0","2","0","0","0","5","0","0","0","0","0","0","0","0"
"7歳","1","0","0","11","25","6","0","5","0","0","0","8","0","0","0","0","0","0","0","0"
"8歳","0","0","0","9","27","4","0","1","0","0","0","4","0","0","0","0","0","0","0","0"
"9歳","0","0","0","2","16","2","0","2","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","10","30","2","1","2","0","0","0","2","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","8","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"20〜29歳","1","0","0","7","85","0","0","0","0","3","0","3","0","0","0","1","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","10","5","7","98","562","107","12","21","45","3","7","42","2","0","1","12","0","0","0","0"
