"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","9","3","3","9","0","2","0","0","0","0","2","2"
"中央区","17","5","1","4","2","0","0","0","0","0","3","0"
"みなと","22","32","11","6","0","1","8","0","1","0","2","1"
"新宿区","48","26","36","48","0","7","12","2","0","0","7","2"
"文京","4","0","0","6","0","0","1","0","0","0","1","1"
"台東","5","0","0","0","1","0","0","0","0","0","2","0"
"墨田区","1","0","0","1","0","0","9","2","0","0","2","1"
"江東区","12","7","0","6","0","0","0","0","0","0","2","0"
"品川区","0","0","0","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","1","0","0","0","4","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","6","0","0","0","0","2"
"渋谷区","24","16","4","4","0","0","0","0","1","0","5","1"
"中野区","9","1","1","1","3","0","0","0","0","0","2","1"
"杉並","1","0","0","3","0","0","2","0","0","0","2","1"
"池袋","21","11","9","7","1","1","4","6","0","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","0","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","7","0","2","0","0","0","3","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","0","0","0","4","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","3","10","0","0","0","1"
"江戸川","14","5","0","1","2","0","0","0","0","0","2","0"
"八王子市","8","2","2","1","1","0","0","0","0","0","4","1"
"町田市","5","2","0","0","1","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","5","2","0","0","0","0","0","0","0","0","2","1"
"多摩府中","2","0","0","2","0","0","40","15","1","0","3","3"
"多摩小平","0","1","0","0","0","0","2","8","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","220","114","70","103","11","11","94","43","3","0","55","25"
