"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","3","0"
"1〜4歳","0","0","0","0","0","0","9","24","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","21","3","1","11","1","0","2","0","0"
"20〜24歳","46","11","12","15","5","0","0","0","0"
"25〜29歳","52","13","8","19","7","1","2","0","0"
"30〜34歳","28","15","8","11","5","1","5","2","0"
"35〜39歳","19","11","3","16","4","2","4","1","0"
"40〜44歳","15","5","2","11","4","0","5","0","0"
"45〜49歳","10","5","4","7","1","0","5","0","0"
"50〜54歳","4","4","1","3","6","1","6","0","0"
"55〜59歳","1","3","0","1","3","0","7","0","3"
"60〜64歳","2","1","0","1","1","0","12","3","0"
"65〜69歳","0","1","0","1","0","0","16","2","1"
"70歳以上","0","1","0","0","0","0","56","5","3"
"合計","198","73","39","96","37","5","140","43","7"
