"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","24","1","752","8","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","1","1","0","1","2","1","0","0","0"
"〜1歳","49","3","*","5","1","1","43","2","1","0","7","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1歳","251","9","5304","11","4","7","86","1","10","1","14","6","0","1","2","0","0","0","0","1","0","0","4","0","0","0","3","1","1","1","3","0","0","0"
"2歳","328","8","*","4","1","17","72","1","3","3","6","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1"
"3歳","379","5","*","2","3","32","55","3","4","4","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","622","2","*","2","1","37","74","3","0","2","0","2","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"5歳","691","5","5848","0","1","43","52","3","1","4","0","0","2","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","686","2","*","0","2","43","48","8","1","2","0","1","0","0","0","0","0","0","0","1","0","0","3","0","0","0","1","0","0","2","1","0","0","0"
"7歳","723","4","*","0","1","46","39","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","3","0","0","0","1","0","0","2","1","0","0","0"
"8歳","637","7","*","1","0","36","53","5","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"9歳","503","3","*","0","1","26","37","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0","0","0","2","0","0","4","2","0","0","0"
"10〜14歳","2242","24","3667","1","2","78","115","18","1","2","1","0","0","0","0","0","1","0","0","3","0","0","8","0","1","0","3","0","0","5","3","0","0","0"
"15〜19歳","932","6","1545","0","0","2","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0"
"20〜29歳","510","11","1010","0","0","5","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"30〜39歳","341","10","771","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","330","16","829","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","252","18","703","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"60〜69歳","98","23","434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"70〜79歳","65","15","341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9","5","0","0","2","0","0","7","2","0","0","5"
"80歳以上","25","11","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","0","0","2","0","0","7","2","1","0","8"
"合計","9688","183","21346","34","17","373","754","52","21","19","30","16","5","3","3","0","9","0","0","8","2","1","63","20","2","1","16","1","2","47","16","1","0","19"
