"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","14","1","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","1","1","0","1","0","0","1","0","0"
"15〜19歳","5","2","3","2","0","0","0","0","0"
"20〜24歳","24","8","11","9","2","0","0","0","0"
"25〜29歳","27","9","5","11","5","3","0","0","0"
"30〜34歳","16","8","3","11","1","0","1","0","0"
"35〜39歳","10","3","3","5","2","0","1","0","0"
"40〜44歳","5","5","4","6","3","0","1","0","0"
"45〜49歳","5","2","1","5","0","0","0","0","0"
"50〜54歳","2","0","0","0","0","0","1","0","0"
"55〜59歳","0","2","0","0","0","0","0","0","0"
"60〜64歳","0","0","0","0","0","0","0","0","0"
"65〜69歳","0","0","0","0","0","0","3","0","0"
"70歳以上","0","1","0","0","0","0","9","2","3"
"合計","95","41","30","50","13","3","34","3","3"
