"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","2","1","6","1","5","1","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","12","2","37","1","41","0","0","66","1","0","3","0","0","0","0","0","0","0","0","0"
"1歳","0","0","2","0","23","21","120","2","12","0","0","200","5","4","4","0","0","0","0","0","0","0","0","0"
"2歳","0","0","1","6","28","15","100","3","1","0","3","174","0","10","2","0","0","0","0","0","0","0","0","0"
"3歳","0","0","1","2","21","15","77","5","0","0","2","150","5","28","0","2","0","0","0","0","0","0","0","0"
"4歳","0","0","3","5","27","17","101","5","0","0","2","102","5","17","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","7","12","19","15","56","12","0","0","0","80","5","24","0","0","0","1","0","0","0","0","0","0"
"6歳","0","0","5","8","17","4","31","5","0","0","0","43","1","15","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","6","12","4","15","3","0","0","0","28","1","7","0","0","0","1","0","0","0","0","0","0"
"8歳","0","0","0","2","11","0","8","5","0","0","0","13","0","4","0","0","0","1","0","0","0","0","0","0"
"9歳","0","0","2","0","6","0","3","3","0","0","0","11","2","3","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","4","20","2","8","1","0","0","0","9","2","3","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","9","0","2","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","2","4","48","1","11","1","0","0","0","9","0","3","1","0","0","5","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","25","51","255","97","575","47","59","1","7","903","28","120","11","2","0","32","0","0","0","0","0","0"
