"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","8","0","0","9","2","1","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","4","8","1","1","55","7","5","1","48","0","0","2","0","0","1","0","0","0","0","0","0","0","0"
"1歳","10","22","3","4","185","31","13","1","41","0","0","2","1","1","8","0","0","0","0","0","0","0","0"
"2歳","11","6","2","6","98","24","14","2","9","1","0","1","0","2","1","0","1","0","0","0","0","0","0"
"3歳","18","6","2","12","88","22","13","1","2","0","0","4","0","6","1","0","0","0","0","0","1","0","0"
"4歳","23","3","2","28","92","24","16","2","0","0","0","2","0","2","1","0","1","1","0","0","1","0","0"
"5歳","32","0","3","30","72","13","5","5","0","1","0","4","0","7","0","0","0","0","0","0","1","0","0"
"6歳","30","0","3","32","59","12","4","3","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0"
"7歳","36","0","1","30","52","6","3","2","0","1","0","1","0","4","0","0","0","0","0","1","0","0","0"
"8歳","18","0","2","21","47","2","2","3","1","1","0","3","0","7","2","0","0","0","0","0","0","0","0"
"9歳","27","0","2","8","40","3","1","1","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0"
"10〜14歳","28","0","3","27","58","2","3","3","0","1","0","0","1","3","0","0","1","1","0","0","2","0","0"
"15〜19歳","3","0","0","5","15","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","14","0","0","23","132","2","0","0","0","1","0","0","0","0","0","0","0","4","0","0","1","0","0"
"30〜39歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0"
"40〜49歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","293","53","24","227","1002","150","80","24","106","10","0","19","2","38","14","0","4","25","0","1","8","0","0"
