"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","5","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","1","3","13","0","1","0","2","0","7","0","4","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","0","0","12","4","37","0","3","1","3","0","48","3","0","1","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","0","2","7","13","27","2","2","0","4","0","23","10","0","1","0","0","0","1","1","0","0","1","12","8","2","2","2","0"
"文京","0","0","3","5","6","3","0","0","5","0","8","1","1","0","0","2","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","0","0","8","53","1","3","1","4","0","11","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","0","0","2","19","6","1","3","6","0","7","4","2","0","0","0","0","1","0","0","0","0","8","5","1","1","1","0"
"江東区","0","0","5","21","129","14","6","1","5","2","26","8","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","0","12","20","60","3","3","5","5","0","32","0","1","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","1","7","17","0","4","4","4","0","28","1","3","0","0","1","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","1","1","20","45","113","16","4","8","18","5","44","1","7","0","0","0","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","3","0","8","41","72","23","7","20","12","0","103","1","5","0","0","0","0","1","0","0","0","0","25","16","2","2","2","0"
"渋谷区","0","2","3","5","13","2","2","3","2","0","6","0","0","0","0","4","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","0","0","4","7","46","2","3","2","7","0","14","2","2","0","0","1","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","0","1","5","7","77","1","1","2","6","0","5","2","0","0","0","0","0","0","0","0","0","0","15","10","1","1","1","0"
"池袋","0","0","6","5","12","3","0","0","2","0","6","1","0","1","0","1","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","3","8","17","2","3","0","4","0","22","5","0","0","0","1","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","0","3","10","23","1","8","0","6","0","14","2","4","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","0","0","6","18","2","7","1","12","0","15","6","1","0","0","1","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","0","0","8","35","35","6","10","10","15","0","62","3","1","1","0","1","0","0","0","0","0","0","17","13","2","0","0","0"
"足立","0","0","15","45","73","13","27","0","13","0","56","11","1","0","0","1","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","0","6","7","51","9","13","6","7","0","36","3","0","0","0","0","0","0","0","1","0","0","13","8","1","1","1","0"
"江戸川","0","0","10","43","77","7","6","3","7","0","134","2","1","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","0","1","7","69","128","14","6","26","9","1","48","4","1","0","0","0","0","1","1","0","0","0","18","11","2","1","1","0"
"町田市","0","0","2","50","64","14","19","11","7","0","102","11","2","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","0","12","9","23","4","2","3","3","1","45","9","1","0","0","1","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","0","3","30","52","10","14","0","10","0","40","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","2","4","62","66","11","2","0","5","0","57","2","2","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","0","0","10","54","86","14","12","10","14","0","78","1","4","0","0","0","0","1","0","0","0","0","30","19","3","3","3","0"
"多摩小平","0","0","21","45","61","8","19","9","15","0","137","1","1","0","0","1","0","0","2","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4","9","191","669","1474","193","188","129","212","9","1219","96","44","4","0","16","0","5","4","1","0","1","410","262","39","25","25","0"
