"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","6","55","2","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","6","10","118","0","0","1","9","2","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","11","8","201","5","1","2","9","1","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"新宿区","0","12","111","1","0","3","12","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"文京","3","11","274","1","0","4","14","2","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","8","","","","","","",""
"台東","0","4","189","4","0","2","37","0","1","1","0","10","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","2","17","60","2","0","0","3","1","1","0","0","5","0","0","0","0","0","0","0","1","0","0","0","2","","","","","","",""
"江東区","12","28","421","5","3","4","31","0","7","1","4","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","4","14","163","6","0","1","9","0","1","0","1","1","2","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"目黒区","6","13","145","3","0","1","4","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","7","32","353","16","3","10","36","1","1","2","0","8","0","0","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"世田谷","18","31","573","8","4","3","24","0","4","2","4","9","0","0","0","0","4","0","0","1","0","0","2","2","","","","","","",""
"渋谷区","5","15","97","2","0","1","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中野区","8","23","495","3","0","8","18","4","4","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","9","31","235","6","1","3","19","0","4","0","1","5","0","1","0","0","0","0","0","2","0","0","0","2","","","","","","",""
"池袋","5","8","202","5","1","2","2","1","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北区","5","33","247","6","1","4","16","1","2","2","1","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","5","17","265","9","2","3","8","0","1","0","2","7","0","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"板橋区","3","31","302","5","0","4","20","1","0","2","1","2","0","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"練馬区","10","50","443","5","0","12","29","3","2","0","3","3","1","1","1","0","3","0","0","0","0","0","0","0","","","","","","",""
"足立","18","60","548","18","4","10","20","0","1","3","3","4","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","3","24","254","0","0","6","12","1","1","0","1","4","0","0","0","0","0","0","0","0","0","0","2","1","","","","","","",""
"江戸川","5","42","513","4","6","11","21","0","1","1","0","5","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","12","55","977","9","1","16","27","5","7","1","1","4","0","0","1","0","0","0","0","0","0","0","0","2","","","","","","",""
"町田市","10","24","666","11","0","25","68","1","1","3","3","5","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","3","18","151","0","0","6","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"南多摩","4","31","336","4","0","5","18","2","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","3","48","355","1","1","15","29","1","7","3","2","3","0","0","0","0","3","0","0","0","0","0","0","1","","","","","","",""
"多摩府中","17","62","1024","12","4","18","52","5","5","2","5","16","1","2","0","0","0","0","0","1","0","0","1","8","","","","","","",""
"多摩小平","15","59","739","11","0","10","72","0","12","4","3","8","0","1","0","0","2","0","0","1","0","0","1","13","","","","","","",""
"島しょ","0","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"合計","213","821","10539","164","32","190","633","33","68","31","41","130","8","14","2","0","22","0","0","7","0","0","6","45","","","","","","",""
