"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","5","6","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","11","1","1","6","1","0","0","0","0"
"20〜24歳","24","2","6","22","0","0","2","1","0"
"25〜29歳","32","12","9","23","0","1","2","0","0"
"30〜34歳","30","10","3","22","0","1","1","2","0"
"35〜39歳","9","7","5","13","0","2","2","0","0"
"40〜44歳","9","3","6","5","0","2","1","0","0"
"45〜49歳","10","4","1","2","0","2","3","0","1"
"50〜54歳","5","3","1","3","0","0","4","2","0"
"55〜59歳","9","2","0","1","0","0","9","0","0"
"60〜64歳","1","1","1","0","0","0","5","2","0"
"65〜69歳","0","0","0","0","0","0","7","0","1"
"70歳以上","0","0","0","0","0","0","38","1","2"
"合計","140","45","33","97","1","8","83","16","4"
