"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","3","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","4","3","0","2","2","0"
"中央区","0","2","2","3","18","1","6","1","3","0","0","1","0","0","0","2","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","3","16","4","12","25","2","3","1","4","1","1","4","0","0","0","0","0","0","4","0","0","0","9","6","0","1","1","0"
"新宿区","0","25","2","11","17","2","1","2","3","0","0","1","1","0","0","0","0","0","7","0","0","0","12","8","2","2","2","0"
"文京","0","1","0","2","6","2","2","0","2","0","1","0","0","0","0","2","0","0","1","0","0","0","7","4","1","1","1","0"
"台東","0","1","5","12","15","1","11","2","2","0","1","2","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","11","0","7","17","1","5","0","3","0","0","1","1","0","0","0","0","0","1","0","0","0","8","5","1","1","1","0"
"江東区","0","10","2","13","83","7","15","0","6","0","7","7","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","3","5","0","18","39","1","7","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","13","1","6","12","1","0","2","4","0","1","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","1","24","4","25","102","7","15","2","7","1","1","3","6","0","0","0","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","5","19","4","28","78","3","6","2","6","0","4","1","2","0","0","0","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","2","3","0","2","13","1","0","0","4","0","0","0","0","0","0","0","0","0","4","0","0","0","7","4","1","1","1","0"
"中野区","3","5","0","1","28","0","2","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","1","10","3","12","37","1","3","2","3","0","0","1","1","0","0","2","0","0","0","0","0","0","16","10","1","2","2","0"
"池袋","1","8","0","3","4","0","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","6","4","1","1","1","0"
"北区","3","0","0","7","21","5","3","0","6","0","1","3","1","0","0","1","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","2","13","2","13","21","0","9","1","4","0","5","3","0","0","0","4","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","7","0","3","27","7","2","1","2","0","0","0","0","0","0","1","0","0","1","0","0","0","16","10","2","1","1","0"
"練馬区","0","14","1","25","53","1","5","2","7","0","0","14","1","0","0","1","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","1","21","1","29","96","4","16","4","9","3","5","17","1","0","0","9","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","3","0","12","69","2","7","7","5","0","4","4","3","0","0","0","0","0","7","0","0","0","13","8","1","1","1","0"
"江戸川","3","15","2","31","64","8","13","5","2","0","3","22","0","0","0","1","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","0","45","7","42","96","8","10","3","5","1","1","21","3","0","0","1","0","0","3","0","0","0","18","11","2","1","1","0"
"町田市","0","1","2","29","57","8","8","5","8","0","1","3","3","1","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","11","13","0","16","14","1","3","3","2","2","1","12","1","0","0","0","0","0","6","0","0","0","14","8","1","1","1","0"
"南多摩","1","26","2","23","19","6","6","9","4","0","1","4","0","0","0","2","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","20","5","40","61","5","1","8","11","0","3","2","1","0","0","1","0","0","1","0","0","0","21","14","2","1","1","0"
"多摩府中","5","21","10","58","46","19","11","5","20","0","1","11","2","0","0","0","0","1","4","0","0","0","32","20","3","3","3","0"
"多摩小平","4","29","7","56","48","3","10","13","5","1","3","17","3","0","0","5","0","0","3","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","49","384","66","539","1189","107","180","81","146","10","48","156","31","1","0","33","0","1","48","0","0","0","414","261","39","25","25","0"
