"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","7","9","6","9","39","4","23","2","7","0","11","8","3","1","0","3","0","0","0","1","0","0","","","","","",""
"区南部","0","28","6","23","67","4","23","0","9","0","10","12","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","4","34","2","30","42","4","30","1","5","0","14","11","2","0","0","0","0","0","1","0","0","0","","","","","",""
"区西部","2","26","2","18","52","2","10","1","7","0","11","3","1","0","0","0","0","0","7","0","0","0","","","","","",""
"区西北部","2","29","5","20","53","5","27","0","8","0","10","6","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","3","36","4","19","49","2","25","2","7","0","13","7","0","0","0","6","1","0","2","0","0","0","","","","","",""
"区東部","4","62","4","22","82","4","15","2","11","0","15","9","0","0","0","2","0","1","0","0","0","0","","","","","",""
"西多摩","0","2","1","2","7","2","13","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","48","3","32","99","9","33","3","6","0","30","31","3","0","0","2","0","0","1","0","0","0","","","","","",""
"北多摩西部","1","22","2","10","14","2","18","2","2","0","9","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","4","24","4","14","34","5","26","0","7","0","12","14","3","0","0","0","0","0","2","0","0","0","","","","","",""
"北多摩北部","0","49","2","33","19","3","19","0","3","0","26","8","0","0","0","2","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","30","369","41","232","557","46","262","13","72","0","169","117","16","2","0","17","1","1","14","1","0","0","","","","","",""
