"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","1","0","0","3","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","2","0","2","0","0","1","0","0"
"20〜24歳","43","7","17","24","0","0","0","1","0"
"25〜29歳","51","9","27","19","0","0","0","0","0"
"30〜34歳","46","12","15","16","1","0","1","0","0"
"35〜39歳","25","12","13","15","2","0","2","0","0"
"40〜44歳","21","9","2","6","0","0","0","0","0"
"45〜49歳","10","3","3","9","0","0","2","0","0"
"50〜54歳","7","4","5","3","0","0","1","0","0"
"55〜59歳","3","1","3","1","1","0","1","0","0"
"60〜64歳","0","1","2","0","1","0","4","0","0"
"65〜69歳","0","1","1","0","0","0","2","0","0"
"70歳以上","2","2","0","2","1","0","30","0","1"
"合計","215","63","88","98","6","0","55","1","1"
