"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","1","0"
"1〜4歳","0","0","0","0","0","0","3","0","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","15","4","5","5","3","0","0","0","0"
"20〜24歳","55","8","21","28","2","0","0","0","0"
"25〜29歳","64","9","28","26","0","0","1","0","0"
"30〜34歳","39","11","19","8","2","0","1","0","0"
"35〜39歳","27","10","16","12","1","0","0","0","0"
"40〜44歳","20","7","7","12","0","0","1","0","0"
"45〜49歳","13","8","10","12","2","0","2","0","0"
"50〜54歳","5","3","8","5","1","0","4","0","0"
"55〜59歳","7","3","1","2","0","0","2","0","0"
"60〜64歳","2","5","3","0","0","0","4","0","0"
"65〜69歳","0","1","0","0","0","0","2","1","0"
"70歳以上","2","1","2","2","0","0","38","3","0"
"合計","249","70","120","112","11","0","64","6","0"
