"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","145","20","1","55","33","44","1","4","0","3","4","1","1","0","0","2","0","0","0","0","0","3","3","","","","","",""
"区南部","160","18","0","34","42","55","2","3","0","1","2","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","182","18","1","31","65","79","2","15","0","5","0","1","1","0","0","2","0","1","0","0","0","1","3","","","","","",""
"区西部","223","23","1","33","47","49","7","8","0","5","0","1","1","1","0","5","0","0","0","0","0","4","2","","","","","",""
"区西北部","341","39","0","66","46","54","5","7","0","2","1","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区東北部","228","18","1","52","46","69","0","5","0","4","2","0","0","1","0","1","0","0","1","0","0","2","1","","","","","",""
"区東部","215","32","0","92","103","37","2","6","0","4","2","0","0","0","0","1","0","0","0","0","0","1","2","","","","","",""
"西多摩","79","4","0","2","7","13","0","3","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","394","24","0","50","61","78","3","20","1","7","1","0","0","1","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩西部","161","11","0","5","37","15","1","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","253","21","0","28","78","33","6","6","1","1","1","4","1","1","0","0","0","0","0","0","0","4","7","","","","","",""
"北多摩北部","184","7","0","22","64","65","0","14","0","3","0","0","1","1","0","0","0","0","0","0","0","4","6","","","","","",""
"島しょ","12","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2577","235","4","470","631","591","29","95","2","36","13","11","7","5","0","12","0","1","1","0","0","19","30","","","","","",""
