"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","3","0"
"1〜4歳","0","0","0","0","0","0","4","10","0"
"5〜9歳","0","0","0","0","0","0","2","4","0"
"10〜14歳","0","0","0","0","0","0","1","2","0"
"15〜19歳","6","0","0","2","0","0","0","0","0"
"20〜24歳","11","3","4","7","0","0","0","0","1"
"25〜29歳","22","9","11","14","0","1","0","0","0"
"30〜34歳","23","6","10","10","0","0","1","0","0"
"35〜39歳","14","12","6","15","0","1","0","1","0"
"40〜44歳","5","7","5","9","0","1","3","0","0"
"45〜49歳","11","2","5","3","0","0","4","0","0"
"50〜54歳","4","3","3","4","0","0","1","2","0"
"55〜59歳","5","2","1","2","0","0","11","0","0"
"60〜64歳","1","2","0","1","0","0","9","2","0"
"65〜69歳","1","2","0","1","0","1","5","1","0"
"70歳以上","0","0","0","0","0","0","50","4","1"
"合計","103","48","45","68","0","4","94","29","2"
