"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","1","8","0","7","1","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","1","0","0","0","22","4","13","5","37","0","0","2","2","0","2","1","0","0","0","0","0","0","0","0"
"1歳","2","0","0","1","38","12","23","2","17","0","0","2","0","4","3","0","0","0","0","0","0","0","0","0"
"2歳","1","0","1","2","31","18","22","1","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0"
"3歳","1","0","1","7","27","6","17","2","1","0","0","2","0","25","1","0","0","0","0","0","0","0","0","0"
"4歳","2","0","2","4","38","11","8","4","0","0","0","0","2","18","0","0","0","0","0","0","0","0","0","0"
"5歳","2","0","0","5","25","6","15","4","0","0","0","0","1","20","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","12","24","5","6","1","0","0","1","0","3","15","1","0","0","0","0","0","0","0","0","0"
"7歳","2","0","1","10","15","4","5","1","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","4","18","1","2","1","0","0","0","1","0","9","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","1","8","1","3","1","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","6","18","3","2","0","0","0","0","1","0","11","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","14","1","0","0","0","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","1","0","0","4","51","0","2","0","0","1","0","3","0","2","0","0","0","5","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","17","0","5","57","337","72","125","23","63","1","1","12","11","123","11","1","0","22","0","0","0","0","0","0"
