"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","4","12","21","5","8","0","3","0","6","3","1","0","0","0","1","0","3","0","","","","","",""
"区南部","0","6","6","4","29","0","6","0","3","1","15","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","3","13","3","2","1","6","0","5","3","2","0","0","1","0","0","0","0","","","","","",""
"区西部","1","1","3","2","35","2","11","0","6","0","9","4","0","0","0","1","0","0","1","0","","","","","",""
"区西北部","0","0","2","1","20","2","4","0","3","1","5","2","2","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","2","4","23","3","2","1","5","0","9","3","1","1","1","0","0","0","3","1","","","","","",""
"区東部","0","0","1","4","24","2","11","0","9","0","3","1","1","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","5","2","1","0","2","1","1","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","1","2","13","21","28","7","21","1","16","1","13","6","4","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","1","4","0","2","0","1","0","1","0","0","0","0","2","0","1","0","0","","","","","",""
"北多摩南部","0","0","1","1","2","1","12","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","5","4","17","2","7","2","5","0","14","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","2","1","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","11","39","58","221","31","88","5","61","4","86","23","11","1","1","8","1","1","7","1","","","","","",""
