"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","4","4","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","19","7","1","3","33","5","3","1","14","0","0","0","3","0","0","0","0","0","0","0"
"1歳","67","9","2","1","79","11","15","0","16","1","2","1","1","0","0","0","1","0","0","0"
"2歳","77","3","4","1","46","12","7","1","1","0","0","3","0","0","0","0","0","0","0","0"
"3歳","103","0","1","9","53","17","2","1","0","0","0","12","0","0","0","0","0","0","0","0"
"4歳","148","3","1","7","42","13","2","3","1","0","1","10","0","0","0","0","0","0","1","0"
"5歳","153","0","0","21","34","12","2","0","0","0","0","7","1","0","0","0","0","0","1","0"
"6歳","171","0","1","11","30","7","0","0","0","0","0","8","0","0","0","0","0","0","0","0"
"7歳","143","0","0","7","28","3","0","1","0","0","0","3","0","0","0","0","0","0","1","0"
"8歳","148","0","0","8","24","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0"
"9歳","115","0","0","4","16","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0"
"10〜14歳","327","0","0","19","46","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"15〜19歳","142","0","0","0","5","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","152","0","0","2","43","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"30〜39歳","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"50〜59歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"合計","1980","26","10","93","483","84","31","8","32","3","5","51","6","0","0","8","2","1","4","0"
