"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","34","20","1","3","19","0","5","1","0","",""
"区南部","0","1","0","0","0","1","0","0","0","",""
"区西南部","0","0","0","1","0","0","5","5","1","",""
"区西部","27","10","5","7","1","0","27","10","0","",""
"区西北部","14","4","2","3","0","0","4","2","0","",""
"区東北部","2","0","0","0","0","0","0","0","0","",""
"区東部","2","4","2","3","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","5","0","2","1","1","0","4","0","0","",""
"北多摩西部","4","1","1","5","1","0","0","0","0","",""
"北多摩南部","3","5","1","3","0","1","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","91","45","14","26","22","2","48","18","1","",""
