"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","12","15","0"
"1〜4歳","0","0","0","0","0","0","7","38","0"
"5〜9歳","0","0","0","0","0","0","4","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","11","1","1","3","0","0","0","0","0"
"20〜24歳","44","14","6","11","1","0","0","0","0"
"25〜29歳","53","15","13","16","2","0","0","0","1"
"30〜34歳","28","9","15","8","1","1","2","0","0"
"35〜39歳","21","10","13","10","1","3","2","4","0"
"40〜44歳","13","11","3","11","0","1","3","1","0"
"45〜49歳","11","5","3","4","0","1","1","1","0"
"50〜54歳","5","2","0","3","1","1","3","1","0"
"55〜59歳","2","2","2","0","0","0","6","3","0"
"60〜64歳","5","2","0","0","1","0","6","1","0"
"65〜69歳","0","0","0","1","0","0","9","0","0"
"70歳以上","0","0","0","1","0","0","64","4","0"
"合計","193","71","56","68","7","7","121","69","1"
