"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","3","0","1","9","4","0","0","3","0","0","0","0","0","0","0","0","0","3","0","5","4","0","2","2","0"
"中央区","0","0","0","3","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","5","2","2","19","71","13","0","0","7","0","0","1","2","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","8","1","0","6","39","3","0","0","4","0","0","0","0","0","0","2","0","0","0","0","9","6","2","2","2","0"
"文京","0","0","0","1","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","1","1","0"
"台東","2","0","0","6","35","2","0","2","2","0","0","2","0","1","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","1","0","0","6","16","5","1","1","4","0","0","0","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","5","0","0","1","79","5","0","1","7","0","0","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","2","0","0","3","77","15","0","0","4","0","0","0","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","2","0","0","3","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","4","0","4","18","80","10","0","3","3","2","0","5","2","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","3","0","0","7","50","9","0","1","8","1","0","4","4","0","0","1","0","0","0","0","16","8","2","2","2","0"
"渋谷区","1","0","1","4","15","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","3","0","0","5","43","6","0","1","1","0","0","1","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","0","0","2","5","48","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","12","6","1","0","1","0"
"池袋","5","1","0","5","20","4","0","0","2","0","0","2","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","1","3","32","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","6","4","1","0","0","0"
"荒川区","0","0","1","5","16","4","0","0","3","0","0","21","1","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","3","0","0","1","22","6","0","0","3","1","0","1","0","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","7","0","0","1","19","2","0","0","4","0","0","4","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"足立","4","2","3","8","38","1","5","1","3","1","2","6","1","0","2","1","0","0","0","0","11","4","2","0","0","0"
"葛飾区","1","0","0","7","19","1","0","2","5","0","0","2","0","0","0","0","0","0","2","0","9","4","1","1","1","0"
"江戸川","15","0","1","13","30","5","0","0","2","0","0","3","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"八王子市","6","0","2","31","73","15","0","5","6","1","0","4","0","3","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","12","0","0","56","74","14","0","0","13","0","0","6","2","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","2","1","0","8","20","2","0","0","1","0","0","0","1","0","0","1","0","0","0","0","9","5","1","1","1","0"
"南多摩","1","0","0","10","33","8","1","1","2","0","1","1","0","0","0","1","0","0","0","0","9","4","1","0","0","0"
"多摩立川","2","0","4","1","19","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","5","0","0","5","30","2","0","2","9","0","1","0","1","0","0","0","0","0","0","0","21","10","2","2","3","0"
"多摩小平","9","1","5","16","69","10","0","1","10","0","1","1","1","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","112","11","26","258","1101","170","7","21","115","6","5","66","16","4","2","7","0","0","5","0","287","149","38","23","25","0"
