"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","15","0"
"1〜4歳","0","0","0","0","0","0","4","21","0"
"5〜9歳","0","0","0","0","0","0","3","1","0"
"10〜14歳","0","0","0","0","0","0","1","1","1"
"15〜19歳","1","2","1","5","0","0","1","0","0"
"20〜24歳","17","1","5","8","0","0","2","0","0"
"25〜29歳","22","6","10","20","1","0","0","0","0"
"30〜34歳","19","8","6","14","0","1","1","0","0"
"35〜39歳","15","9","7","9","0","1","0","1","0"
"40〜44歳","11","7","7","8","0","1","0","0","0"
"45〜49歳","3","2","0","5","0","1","2","0","0"
"50〜54歳","6","1","0","1","0","1","5","0","0"
"55〜59歳","3","4","1","0","0","1","6","0","0"
"60〜64歳","1","0","1","0","0","1","4","0","0"
"65〜69歳","0","0","1","0","0","0","7","0","0"
"70歳以上","0","0","1","0","0","0","39","6","0"
"合計","98","40","40","70","1","7","79","45","1"
