"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","4","2","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","25","10","0","0","38","4","1","0","9","0","1","0","1","0","0","0","0","0","0","0"
"1歳","58","16","5","2","123","14","4","1","17","0","3","3","0","0","0","0","0","0","1","0"
"2歳","65","7","2","4","79","20","3","1","4","0","0","3","0","0","0","0","0","0","0","0"
"3歳","73","3","1","6","54","26","5","1","0","0","0","8","0","0","0","0","0","0","0","0"
"4歳","117","1","0","5","66","22","4","1","0","0","1","14","0","0","0","1","0","0","0","0"
"5歳","115","0","2","12","65","20","1","1","0","0","0","11","0","0","0","1","0","0","0","0"
"6歳","112","0","2","11","60","13","0","0","0","0","0","7","0","0","0","0","0","0","1","0"
"7歳","126","0","0","11","49","2","2","3","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","105","0","0","12","30","2","0","2","0","0","0","5","0","0","0","0","0","0","0","0"
"9歳","134","0","0","5","28","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","343","0","0","9","71","1","0","1","0","0","0","4","0","0","0","1","0","0","0","0"
"15〜19歳","138","0","0","0","12","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","156","0","0","5","72","1","0","1","0","0","1","4","0","0","0","2","0","0","0","0"
"30〜39歳","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0"
"40〜49歳","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1805","39","12","82","751","128","20","12","30","0","6","65","1","0","0","9","1","0","2","0"
