"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","9","0","0","4","3","1","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"〜1歳","0","6","1","0","32","1","0","0","13","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"1歳","2","10","4","0","107","12","3","1","15","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2歳","3","3","3","5","79","18","1","3","1","0","0","0","1","8","0","0","0","0","0","0","0","0","0"
"3歳","0","1","6","12","75","19","0","1","1","0","0","1","0","10","0","0","0","0","0","0","0","0","0"
"4歳","2","0","6","14","89","12","3","1","0","0","0","0","0","9","1","0","0","0","0","0","0","0","0"
"5歳","1","0","4","19","65","14","1","1","0","0","0","0","0","18","2","0","0","0","0","0","0","0","0"
"6歳","2","0","2","14","51","7","0","5","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0"
"7歳","0","0","6","25","40","4","0","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"8歳","1","0","1","13","35","1","0","2","0","0","0","0","0","7","0","0","0","0","0","0","1","0","0"
"9歳","1","0","0","11","28","1","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","10","56","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","26","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","0","5","9","159","1","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","21","29","40","132","846","94","11","22","33","0","0","3","1","81","7","0","0","2","1","0","1","0","0"
