"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","11","1","8","15","0","0","4","2","0","0","2","2"
"中央区","12","5","1","7","1","0","0","0","0","0","3","0"
"みなと","14","35","18","4","2","0","8","0","0","0","2","1"
"新宿区","31","28","35","34","1","2","16","0","0","0","6","2"
"文京","5","1","1","2","0","0","1","1","2","0","1","1"
"台東","1","1","0","0","1","0","0","0","0","0","2","0"
"墨田区","4","3","2","2","1","1","6","2","0","0","2","1"
"江東区","10","7","1","11","0","0","0","0","0","0","2","0"
"品川区","7","2","0","2","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","8","0","0","2","1","0","1","2","0","0","2","1"
"世田谷","0","0","0","0","0","0","6","2","0","0","0","2"
"渋谷区","7","11","5","1","2","0","0","0","0","0","4","1"
"中野区","2","0","2","0","1","0","0","0","0","0","2","1"
"杉並","4","0","1","2","0","0","7","0","0","0","2","1"
"池袋","18","8","6","7","1","0","3","1","0","0","3","1"
"北区","0","0","3","0","0","0","0","0","0","0","1","0"
"荒川区","4","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","0","8","0","3","0","0","7","0","1","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","6","1","1","1","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","2","10","0","0","0","1"
"江戸川","3","4","0","3","1","0","0","0","0","0","2","0"
"八王子市","5","0","0","0","0","0","0","0","0","0","4","1"
"町田市","3","1","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","4","1","0","0","0","0","0","0","0","2","1"
"多摩府中","0","1","1","0","0","0","32","6","0","0","3","3"
"多摩小平","0","0","0","0","0","0","5","2","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","168","122","86","96","12","3","98","28","3","0","53","25"
