"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","17","6","1","6","0","0","1","0","0","2","2"
"中央区","7","0","0","3","0","0","0","0","0","3","0"
"みなと","17","5","6","3","1","0","8","0","0","2","1"
"新宿区","31","20","23","25","1","3","16","15","1","6","2"
"文京","4","2","0","7","0","0","5","2","0","1","1"
"台東","10","2","0","5","2","0","0","0","0","3","0"
"墨田区","2","1","0","1","0","0","5","4","0","2","1"
"江東区","13","6","4","8","0","0","0","0","0","2","0"
"品川区","0","0","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","0","3","0","0","7","1","0","2","1"
"世田谷","0","0","0","0","0","0","3","0","1","0","2"
"渋谷区","5","9","4","1","0","0","3","0","0","5","1"
"中野区","5","1","1","0","2","0","0","0","0","2","1"
"杉並","1","0","0","0","0","0","29","3","0","2","1"
"池袋","24","8","11","7","2","1","7","4","0","3","1"
"北区","1","0","1","0","0","0","0","0","0","1","0"
"荒川区","1","0","0","0","1","0","0","0","0","1","0"
"板橋区","4","0","1","2","2","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","7","0","0","2","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","6","7","0","0","1"
"江戸川","11","1","1","1","1","0","0","0","0","2","0"
"八王子市","12","1","0","1","1","0","0","0","0","4","1"
"町田市","2","0","0","0","1","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","10","3","0","1","1","0","0","0","1","2","1"
"多摩府中","2","0","1","2","0","0","25","1","0","3","2"
"多摩小平","0","0","0","0","0","0","10","19","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","192","65","54","78","15","4","125","56","3","55","24"
