"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","2","2","1","0","6","0","0","2","0","0","2","0","0","1","0","0","0","0","0","0"
"〜1歳","0","0","1","0","13","6","7","0","23","0","0","28","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","0","3","0","21","5","39","1","10","0","1","69","2","5","1","1","0","1","0","0","0","0","0","0"
"2歳","0","0","1","2","17","12","25","3","0","0","0","66","1","3","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","1","9","14","22","36","5","0","0","1","78","0","6","1","0","0","0","0","0","0","0","0","0"
"4歳","0","0","1","12","13","13","24","6","0","0","0","41","0","6","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","1","3","20","12","21","7","0","0","0","26","0","15","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","8","14","7","6","5","0","0","0","15","0","5","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","3","6","1","4","3","0","0","0","10","1","4","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","4","8","0","0","5","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","1","4","0","0","2","0","0","0","3","1","3","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","3","11","3","0","1","0","0","0","4","1","2","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","4","23","0","5","0","0","0","0","5","0","2","0","0","0","3","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","10","49","171","84","168","38","39","0","2","352","7","57","4","1","0","16","0","0","0","0","0","0"
