"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","2","1","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","6","0","0","1","9","1","0","1","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","","","","","",""
"文京","10","0","0","0","9","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","11","0","0","1","6","3","1","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","8","0","0","2","7","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","4","0","0","1","10","2","0","0","1","0","0","0","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","0","0","0","22","2","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","8","0","3","0","35","9","0","0","1","0","0","1","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","10","0","0","1","20","3","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","3","0","0","0","10","4","0","0","2","0","0","0","0","4","0","0","0","0","1","0","0","0","0","","","","","",""
"中野区","16","0","0","0","8","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","23","2","0","6","26","3","0","3","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","0","0","1","6","6","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","0","0","0","6","1","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","11","0","0","0","2","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","1","0","0","","","","","",""
"練馬区","22","0","0","1","8","7","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","8","0","1","0","5","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","15","0","0","0","4","11","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","24","0","1","1","8","6","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","6","0","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","7","0","0","0","15","2","0","0","1","0","0","1","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","13","0","0","1","19","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","0","0","0","16","1","0","0","1","0","0","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","14","0","0","0","12","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","23","1","0","3","19","0","1","1","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","18","0","1","5","27","7","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","295","5","7","28","333","82","3","12","30","0","0","2","0","65","3","0","0","7","1","0","1","0","0","","","","","",""
