"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","22","1","0"
"1〜4歳","0","0","0","0","0","0","9","3","0"
"5〜9歳","0","0","0","0","0","0","8","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","8","4","1","4","1","0","2","0","0"
"20〜24歳","64","14","13","21","0","0","1","0","0"
"25〜29歳","47","17","18","19","4","0","1","0","0"
"30〜34歳","36","13","29","15","1","0","0","0","1"
"35〜39歳","37","10","20","19","0","0","3","0","0"
"40〜44歳","24","5","12","16","1","0","2","0","0"
"45〜49歳","25","8","8","11","2","0","3","0","0"
"50〜54歳","13","6","4","5","0","0","2","1","0"
"55〜59歳","1","4","3","1","0","0","3","0","0"
"60〜64歳","2","6","1","1","0","0","3","0","0"
"65〜69歳","1","1","0","0","0","0","6","0","0"
"70歳以上","0","1","0","1","1","0","37","2","0"
"合計","258","89","109","113","10","0","103","7","1"
