"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","5","2","3","0","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","7","0","26","5","6","1","55","0","1","51","0","0","3","0","0","0","0","0","1","0","0"
"1歳","0","0","24","3","35","11","21","5","27","0","0","164","0","6","7","0","0","1","0","0","2","0","0"
"2歳","0","0","16","5","43","18","38","1","1","0","1","139","0","6","3","0","0","0","0","0","1","0","0"
"3歳","0","0","25","12","51","13","41","13","1","0","0","139","0","15","2","0","0","1","0","0","2","0","0"
"4歳","0","1","27","12","46","19","44","20","0","0","1","111","0","15","1","0","0","0","0","0","1","0","0"
"5歳","0","0","18","20","43","7","17","12","0","0","0","86","0","9","6","0","0","0","0","0","0","0","0"
"6歳","0","0","14","20","23","4","17","9","0","0","0","43","0","5","1","0","0","0","0","0","0","0","0"
"7歳","0","1","3","10","16","1","5","2","0","0","0","17","0","4","0","0","0","0","0","0","0","0","0"
"8歳","0","0","7","5","17","3","5","9","0","0","0","10","0","4","1","0","0","0","0","0","0","0","0"
"9歳","0","0","4","2","12","1","1","4","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","4","6","20","3","0","7","0","0","1","4","0","2","1","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","13","1","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0"
"20〜29歳","0","3","5","4","56","1","1","2","0","0","2","4","0","2","2","0","0","1","0","0","0","0","3"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","5","154","100","406","89","199","85","88","0","6","784","0","69","27","0","0","14","0","0","7","0","3"
