"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","3","22","29","6","18","14","4","1","6","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","0","17","12","81","9","38","22","9","1","9","6","5","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","7","36","68","17","29","12","6","0","7","3","3","0","0","2","0","0","0","0","0","","","","","",""
"区西部","0","3","3","19","50","7","14","9","4","0","4","1","1","0","0","1","0","0","1","0","0","","","","","",""
"区西北部","0","0","14","50","67","12","15","17","12","1","12","13","4","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","1","0","12","40","79","14","8","7","11","0","36","6","1","1","0","4","0","0","4","0","0","","","","","",""
"区東部","1","1","13","34","89","12","10","19","12","0","8","11","7","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","4","9","19","6","3","3","3","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","1","9","62","150","38","32","29","14","0","12","18","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","11","32","7","8","12","3","0","1","4","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","9","33","43","6","21","21","7","0","11","5","7","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","1","0","15","41","56","19","3","14","9","0","3","8","3","1","0","1","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8","8","108","369","763","153","199","180","94","3","110","81","36","2","0","10","0","0","7","0","0","","","","","",""
