"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","2","28","0","1","16","0","6","0","2","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","65","4","0","59","2","55","1","24","21","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","14","100","19","12","107","5","195","2","68","49","1","4","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"2歳","19","49","8","22","81","6","112","7","9","23","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","22","28","12","48","73","4","112","6","3","31","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","31","15","7","63","91","9","80","11","0","27","6","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","31","4","12","67","75","4","42","14","2","24","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","29","0","1","51","61","8","33","3","0","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","34","0","4","55","44","12","17","1","2","7","1","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","43","0","2","35","42","16","9","0","0","6","2","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"9歳","30","0","0","27","37","14","12","0","0","6","2","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","64","1","1","55","104","7","16","2","0","4","6","2","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","4","29","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","12","1","2","25","89","3","5","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","29","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","435","291","72","465","908","92","695","48","110","226","26","17","2","0","12","1","1","12","0","0","4","0","0","0","0","0","4","0"
