"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","17","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","3","0","0","5","16","0","2","0","2","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","6","1","3","9","58","10","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","4","3","1","7","64","7","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","4","0","0","3","31","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","4","0","2","3","70","3","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","13","1","1","4","31","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","14","8","1","13","195","1","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","0","1","3","89","6","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","40","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","10","12","21","230","6","1","1","6","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","13","3","1","22","236","9","1","0","1","0","0","0","2","0","0","0","0","0","1","0","1","","","","","",""
"渋谷区","11","0","1","1","29","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","","","","","",""
"中野区","2","0","0","7","77","6","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"杉並","4","0","0","3","125","5","0","0","1","0","0","5","0","0","0","1","0","0","0","0","0","","","","","",""
"池袋","1","0","0","0","30","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","","","","","",""
"北区","1","0","3","3","87","6","2","0","4","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","1","5","6","84","6","0","0","2","1","0","0","3","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","2","1","0","4","104","8","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","1","4","0","9","186","7","0","0","4","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","6","1","5","13","179","4","4","2","2","0","2","4","1","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","4","0","2","4","135","10","0","0","4","0","0","2","0","0","0","0","0","0","3","0","0","","","","","",""
"江戸川","13","4","14","15","180","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","6","2","5","22","178","16","10","1","4","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","2","0","20","127","7","3","0","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","0","2","3","84","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","7","2","18","121","7","1","0","4","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","4","3","2","18","182","7","0","0","4","0","0","2","0","0","0","0","0","0","2","0","0","","","","","",""
"多摩府中","2","4","10","24","244","10","3","0","9","1","1","1","2","1","0","0","0","0","6","0","0","","","","","",""
"多摩小平","9","2","9","22","194","27","4","0","4","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","134","57","82","283","3424","182","47","6","73","5","10","32","10","1","0","10","0","0","15","0","2","","","","","",""
