"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","7","0"
"1〜4歳","0","0","0","0","0","0","13","19","0"
"5〜9歳","0","0","0","0","0","0","10","5","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","16","0","0","3","1","0","1","0","0"
"20〜24歳","45","12","12","23","7","0","2","1","0"
"25〜29歳","34","12","9","11","2","2","2","0","0"
"30〜34歳","41","18","6","16","1","1","2","0","0"
"35〜39歳","16","6","8","12","5","0","3","0","0"
"40〜44歳","11","5","2","5","2","0","2","0","0"
"45〜49歳","8","4","2","6","1","1","2","1","0"
"50〜54歳","4","1","2","3","2","0","1","0","0"
"55〜59歳","1","2","3","1","0","2","7","1","1"
"60〜64歳","4","3","1","0","1","1","5","3","0"
"65〜69歳","0","0","0","0","0","0","8","5","0"
"70歳以上","0","2","2","0","0","0","42","3","1"
"合計","180","65","47","80","22","7","108","45","2"
