"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","4","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","11","1","1","0","33","3","0","0","11","2","0","0","0","0","0","0","0","0","0","0"
"1歳","31","3","5","3","46","20","0","0","26","0","1","3","2","1","0","0","0","0","0","0"
"2歳","36","1","8","7","50","18","0","2","3","0","0","0","0","0","0","0","0","0","1","0"
"3歳","51","0","1","12","41","18","1","2","0","0","0","8","0","0","0","0","0","0","0","0"
"4歳","79","0","2","18","46","15","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"5歳","88","0","2","23","48","8","0","2","0","0","0","6","0","0","0","0","0","0","1","0"
"6歳","84","0","0","17","39","5","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"7歳","101","0","0","20","27","6","0","1","0","1","0","3","0","0","0","0","0","0","0","0"
"8歳","102","0","0","15","24","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0"
"9歳","66","0","0","13","18","0","0","1","0","1","0","5","0","0","0","0","0","0","0","0"
"10〜14歳","220","0","0","18","81","2","0","0","0","0","1","3","0","0","1","0","0","0","0","0"
"15〜19歳","41","0","0","1","17","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"20〜29歳","47","0","0","6","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50〜59歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1090","5","19","153","525","99","1","9","42","4","2","38","2","1","2","8","0","0","2","0"
