"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","7","2","93","5","0","5","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","2","1","164","0","0","6","21","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"みなと","2","3","217","0","0","7","22","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","2","0","","","","","","",""
"新宿区","2","3","187","1","0","12","27","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"文京","5","1","339","1","2","18","18","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","3","2","202","0","1","5","37","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","2","1","57","2","0","9","3","6","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"江東区","1","5","474","9","10","28","101","3","1","2","2","0","2","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"品川区","2","4","239","0","1","13","19","3","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"目黒区","1","1","172","2","0","4","19","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","18","7","429","2","7","30","74","14","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"世田谷","11","11","726","1","0","38","60","5","1","1","5","1","0","0","0","0","1","0","0","0","0","1","0","3","","","","","","",""
"渋谷区","0","1","117","0","0","1","12","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","",""
"中野区","5","1","533","3","0","41","19","5","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","9","12","306","4","3","15","22","9","0","2","2","0","0","0","0","0","1","0","0","0","0","1","0","3","","","","","","",""
"池袋","7","3","293","0","1","10","21","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北区","7","6","283","5","0","19","36","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","11","2","295","2","1","16","36","2","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","7","8","379","1","2","10","45","2","2","1","1","0","0","2","0","0","2","0","0","0","0","0","0","1","","","","","","",""
"練馬区","15","8","577","2","2","55","64","12","0","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"足立","10","12","560","2","3","14","49","2","0","13","5","0","1","0","3","0","1","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","5","8","298","1","0","4","32","3","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","","","","","","",""
"江戸川","13","9","591","2","4","20","85","1","0","6","1","0","2","1","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","5","6","1175","2","0","18","77","2","2","17","0","0","1","1","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"町田市","2","3","453","0","0","16","34","6","0","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","4","6","224","0","1","6","18","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","7","11","456","0","0","14","41","8","0","5","0","0","0","0","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","8","12","508","4","0","44","34","7","0","4","2","1","4","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"多摩府中","11","5","1140","3","7","60","95","15","1","13","1","0","3","0","0","0","1","0","1","0","0","0","0","2","","","","","","",""
"多摩小平","12","8","868","0","5","64","118","6","1","17","5","0","0","2","0","0","0","0","0","0","0","0","0","5","","","","","","",""
"島しょ","0","0","10","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","194","162","12365","54","50","603","1247","128","12","103","45","2","16","11","5","0","14","0","1","1","1","3","3","23","","","","","","",""
