"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","2","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","4","0","0","0","17","0","0","0","3","0","0","0","0","5","0","0","0","1","0","0","0","0","0","4","3","1","0","0","0"
"みなと","26","6","6","5","58","6","1","0","3","0","0","0","0","0","0","1","0","0","1","0","0","0","0","8","6","0","1","1","0"
"新宿区","14","0","0","12","18","0","0","0","1","0","0","0","0","0","1","0","0","2","0","0","4","0","0","9","6","2","2","2","0"
"文京","40","0","0","0","5","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","3","1","1","1","0"
"台東","5","0","0","3","28","6","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","1","8","0","4","8","2","0","0","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","11","4","0","14","88","8","2","0","6","0","0","1","0","0","0","0","0","1","0","0","0","0","0","9","4","1","0","0","0"
"品川区","23","0","0","2","125","5","3","0","3","0","0","5","1","0","2","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","3","0","0","4","4","4","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","3","1","0","0","0"
"大田区","25","7","7","14","74","8","1","2","7","0","0","4","0","7","0","0","0","1","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","26","3","0","11","74","9","3","1","6","0","0","0","0","4","1","1","0","1","0","0","0","0","0","16","8","2","2","2","0"
"渋谷区","4","0","0","3","36","0","0","0","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","6","4","1","2","1","0"
"中野区","13","0","0","4","62","4","2","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","6","1","1","1","0"
"杉並","21","1","0","2","86","5","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","13","0","0","1","7","0","1","0","0","0","0","3","0","5","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","3","0","0","4","32","6","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","4","1","0","0","0"
"荒川区","6","0","0","7","17","8","1","0","1","0","0","1","0","2","1","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","1","0","0","0","22","1","0","0","1","0","0","0","0","1","0","0","0","3","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","15","1","2","5","21","8","1","3","7","0","0","1","0","0","0","0","1","1","0","0","0","0","0","12","5","2","0","0","0"
"足立","16","0","0","4","51","2","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","0","0","0","4","50","3","0","0","5","0","0","1","0","2","3","0","0","0","0","0","3","1","0","9","4","1","1","1","0"
"江戸川","19","5","2","27","49","7","12","1","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","12","5","2","0","0","0"
"八王子市","6","5","1","23","82","17","7","3","9","0","0","0","0","2","3","0","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","77","0","0","48","30","8","0","5","6","0","0","3","0","3","1","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","3","0","0","2","25","7","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","10","5","0","5","17","7","7","2","4","1","0","1","0","2","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","4","0","0","0","19","3","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","13","2","0","4","75","6","3","1","10","0","0","2","0","0","0","0","0","0","0","0","0","0","0","21","10","2","2","3","0"
"多摩小平","13","14","7","7","125","7","3","5","4","0","0","2","0","0","0","0","0","3","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","416","63","25","220","1313","149","56","24","107","1","1","29","1","40","13","3","1","17","1","0","7","1","1","288","150","38","25","25","0"
