"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","6","1","1","0","8","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","20","7","2","0","41","1","8","0","8","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","51","8","16","7","133","3","37","2","34","4","0","8","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","49","2","17","10","91","2","47","2","7","1","0","2","2","0","2","0","0","1","0","0","1","0","0","0","0","0","1","0"
"3歳","70","2","6","21","73","5","26","3","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"4歳","116","0","8","60","85","8","26","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","108","1","7","65","79","7","8","1","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","166","0","3","58","69","9","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","222","0","2","55","46","9","3","3","0","0","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","168","0","0","39","43","12","3","1","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","137","0","0","36","32","7","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","454","0","2","61","70","13","4","3","0","1","1","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","58","0","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","66","0","2","24","121","2","2","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","147","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","215","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","1","1","1"
"70〜79歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","1","1"
"合計","2168","21","66","439","907","80","175","16","51","21","9","13","3","0","8","0","2","10","1","0","10","0","1","1","0","1","8","2"
