"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","2","0","0","4","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","11","2","1","69","8","0","0","19","0","0","0","0","1","0","0","0","0","0","0"
"1歳","15","16","5","5","195","19","4","1","21","0","0","1","0","0","0","0","0","0","0","0"
"2歳","12","6","1","14","141","18","4","0","1","0","1","6","0","0","0","0","0","0","1","0"
"3歳","15","3","3","13","122","21","2","2","2","0","3","3","1","0","0","0","0","0","0","0"
"4歳","14","2","7","27","133","20","2","4","0","0","0","9","0","0","0","0","0","0","2","0"
"5歳","27","1","3","15","126","12","4","5","0","0","0","3","0","0","0","0","0","0","1","0"
"6歳","22","0","3","27","88","12","1","3","0","0","0","1","0","0","0","0","0","0","1","0"
"7歳","23","0","1","27","76","3","1","3","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","18","0","2","18","61","4","0","1","0","1","0","2","0","0","0","0","0","0","0","0"
"9歳","10","0","2","19","39","2","1","1","0","0","0","4","0","0","0","0","0","0","1","0"
"10〜14歳","33","0","2","25","94","2","0","0","0","1","0","10","0","0","0","0","0","0","1","0"
"15〜19歳","10","0","0","1","28","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","26","1","2","23","265","2","1","1","0","6","0","2","0","0","0","2","0","0","0","0"
"30〜39歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0"
"40〜49歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","339","42","33","215","1441","126","20","21","44","10","4","45","1","1","0","6","0","0","8","0"
