"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","4","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","2","12","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","25","11","2","0","6","34","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","",""
"新宿区","4","13","2","0","5","23","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"文京","5","8","0","1","8","34","3","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","4","","","","","",""
"台東","2","10","2","0","10","42","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","8","1","0","4","23","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","","","","","",""
"江東区","16","10","1","1","8","61","3","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","14","0","0","8","34","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","7","2","0","5","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","27","23","6","1","8","84","9","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","14","43","2","1","16","70","2","0","7","2","0","0","2","0","0","1","0","0","0","0","0","0","2","","","","","",""
"渋谷区","3","9","2","0","1","21","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","7","23","1","0","11","48","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","16","22","1","0","6","54","6","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","2","","","","","",""
"池袋","7","15","3","1","2","38","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","27","0","0","3","62","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","22","12","3","0","7","44","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","19","1","0","5","60","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","18","38","2","0","27","71","1","1","4","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"足立","12","38","3","4","13","79","1","0","6","4","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","13","20","1","0","1","43","3","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","5","","","","","",""
"江戸川","40","36","4","2","8","91","1","0","5","1","0","0","1","0","0","5","0","0","0","0","0","0","0","","","","","",""
"八王子市","11","31","0","2","7","89","1","1","14","2","0","0","1","0","0","0","0","0","0","0","0","0","4","","","","","",""
"町田市","8","8","3","0","10","51","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","12","16","0","0","3","30","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","7","17","0","1","2","39","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","33","36","3","0","20","53","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","54","56","4","1","22","124","13","1","3","2","0","0","0","0","0","0","0","0","0","0","0","1","4","","","","","",""
"多摩小平","36","50","8","2","29","110","1","1","19","3","0","1","0","0","0","0","0","0","0","0","1","0","4","","","","","",""
"島しょ","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","435","627","57","17","258","1552","58","5","106","25","2","4","4","0","0","8","0","0","1","1","3","3","32","","","","","",""
