"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","1","13","59","21","1","2","3","0","1","7","0","0","0","2","0","0","0","1","","","","","",""
"区南部","2","3","5","13","78","12","2","0","6","1","0","6","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","6","30","12","3","0","5","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","1","2","0","3","63","7","1","6","2","0","0","2","2","0","0","3","0","0","1","0","","","","","",""
"区西北部","1","0","0","7","58","8","3","1","3","0","0","4","0","0","0","2","0","0","0","0","","","","","",""
"区東北部","0","0","0","3","43","9","2","6","3","0","1","5","0","0","0","0","0","0","1","0","","","","","",""
"区東部","2","0","1","18","71","29","3","6","8","0","0","10","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","14","4","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","4","1","2","12","95","20","3","6","3","1","2","19","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","0","3","32","5","0","1","3","0","0","7","0","0","2","0","0","0","0","0","","","","","",""
"北多摩北部","2","0","3","14","30","8","2","1","1","1","0","2","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","9","13","97","582","136","20","29","37","3","4","65","3","0","2","9","0","0","2","1","","","","","",""
