"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","86","8","4","11","106","25","1","2","6","0","0","5","0","0","0","2","0","1","1","0","0","2","","","","","",""
"区南部","82","6","8","15","143","18","0","6","5","2","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","78","7","6","12","135","11","0","14","9","0","0","1","0","0","0","1","0","0","0","0","1","4","","","","","",""
"区西部","95","6","4","14","115","19","0","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","132","5","2","29","165","31","0","6","7","1","0","2","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区東北部","128","10","9","13","158","18","4","1","5","0","0","3","0","0","0","3","0","0","0","0","0","0","","","","","",""
"区東部","80","5","2","18","211","21","0","4","8","0","0","6","0","0","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","63","3","4","2","43","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","154","9","13","70","229","35","1","2","9","1","1","10","2","0","0","1","0","0","0","0","0","9","","","","","",""
"北多摩西部","55","7","0","16","80","4","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","87","5","7","18","119","37","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩北部","57","5","4","24","74","14","1","1","11","0","0","0","1","0","0","2","0","1","1","0","0","3","","","","","",""
"島しょ","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1098","76","63","242","1578","241","8","38","69","4","1","36","5","0","0","10","0","3","2","0","1","23","","","","","",""
