"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","13","8","1","9","1","0","10","3","1","",""
"区南部","3","0","0","0","0","0","4","0","0","",""
"区西南部","7","0","3","2","0","0","32","19","0","",""
"区西部","26","5","4","11","0","1","37","3","8","",""
"区西北部","22","8","10","11","0","1","12","4","0","",""
"区東北部","4","1","0","3","0","0","5","0","0","",""
"区東部","27","16","5","17","0","2","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","1","0","0","0","9","0","0","",""
"北多摩西部","8","0","4","18","1","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","3","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","110","38","28","71","2","5","113","30","9","",""
