"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","13","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","8","1","0","1","9","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","9","31","2","0","12","8","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","3","36","11","3","3","12","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","5","22","2","4","1","8","0","0","0","0","9","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","40","36","8","3","6","16","0","2","0","2","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","11","65","16","0","2","2","0","0","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","11","37","10","3","8","28","0","5","0","1","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","21","24","1","2","3","10","0","1","2","0","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","24","2","0","4","5","0","1","0","2","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","32","64","31","2","12","33","0","1","1","4","44","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","16","80","10","1","15","49","0","1","0","4","34","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","1","21","1","0","0","7","0","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","7","37","0","2","16","18","0","0","0","2","8","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","54","1","0","6","33","0","1","0","2","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","31","2","2","3","1","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","7","46","3","0","7","12","0","4","0","2","7","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","13","33","11","1","1","21","0","0","0","0","7","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","3","52","4","0","9","21","0","2","2","0","3","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"練馬区","22","71","17","5","8","44","2","2","0","1","29","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","47","7","6","4","47","1","6","0","0","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","2","36","2","0","4","34","0","8","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","16","70","14","1","7","35","0","3","0","4","35","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","15","52","12","4","16","89","1","12","2","2","34","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","9","14","4","0","3","37","1","4","0","2","10","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","13","22","0","1","0","7","1","2","0","2","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","24","5","2","5","24","1","3","0","1","9","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","7","33","14","0","17","27","0","8","0","1","16","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩府中","27","85","18","6","18","50","0","5","0","3","32","2","0","0","0","0","0","1","0","0","0","1","","","","","",""
"多摩小平","18","79","14","6","23","74","2","5","1","2","72","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","329","1260","223","54","215","761","9","82","8","39","459","12","6","0","0","8","0","1","1","0","0","3","","","","","",""
