"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","208","1","4","15","30","6","1","1","1","0","0","0","1","1","0","0","0","3","1","0","1","0","0","","","","","",""
"区南部","347","0","3","14","40","9","0","3","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","263","0","1","10","31","15","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","313","1","1","9","59","4","1","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","","","","","",""
"区西北部","356","0","3","16","29","8","1","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","248","0","4","10","30","11","1","3","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","","","","","",""
"区東部","274","0","1","15","31","3","1","2","4","0","0","0","0","2","0","0","0","1","0","1","0","0","2","","","","","",""
"西多摩","155","0","0","1","16","10","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","297","0","1","19","28","10","1","2","2","0","0","0","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","127","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","253","0","0","5","14","4","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","250","0","1","15","32","1","0","1","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3099","2","19","129","346","82","6","32","22","0","0","0","4","13","0","1","0","7","1","1","1","0","2","","","","","",""
