"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","3","0","0","1","0","0"
"20〜24歳","14","2","8","8","0","0","0","0","0"
"25〜29歳","22","4","12","9","0","0","0","0","0"
"30〜34歳","12","5","9","9","0","0","0","0","0"
"35〜39歳","17","2","10","9","0","0","2","0","0"
"40〜44歳","19","4","5","12","0","0","0","0","0"
"45〜49歳","8","2","7","7","0","0","2","0","0"
"50〜54歳","6","5","1","3","0","0","1","0","0"
"55〜59歳","4","2","3","2","0","0","4","0","0"
"60〜64歳","0","0","1","0","0","0","1","0","0"
"65〜69歳","1","0","0","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","12","1","0"
"合計","104","26","56","62","0","0","33","2","0"
