"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","25","2","3","23","87","3","1","4","5","0","0","0","0","0","1","0","0","1","0","1","2","","","","","",""
"区南部","42","1","0","32","98","3","2","5","1","1","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","76","4","3","24","99","9","1","4","5","0","1","1","0","0","1","0","0","1","0","2","5","","","","","",""
"区西部","58","3","3","35","65","6","0","4","3","1","1","0","1","0","0","0","0","0","0","0","2","","","","","",""
"区西北部","91","4","1","37","98","5","2","9","6","0","0","1","0","0","1","0","0","0","0","2","0","","","","","",""
"区東北部","74","5","1","32","92","4","2","11","6","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"区東部","44","5","1","18","90","2","1","7","7","0","1","1","0","0","1","0","0","0","0","1","1","","","","","",""
"西多摩","19","0","2","2","16","1","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","83","4","0","44","106","7","0","7","2","0","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","33","2","0","17","40","3","0","1","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","78","3","1","22","60","6","1","2","5","1","0","1","1","0","0","1","0","1","0","0","1","","","","","",""
"北多摩北部","80","3","7","17","31","3","0","7","6","0","1","1","1","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","9","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","712","36","22","303","882","52","10","71","52","3","8","8","3","0","6","1","0","3","0","6","14","","","","","",""
