"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","10","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","","","","","",""
"中央区","12","0","4","1","54","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","17","0","0","2","84","0","1","0","1","1","0","2","1","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","22","1","0","6","56","3","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","7","0","0","0","42","0","2","0","1","0","0","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","6","1","2","1","71","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","27","0","3","4","45","1","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","","","","","",""
"江東区","23","2","1","8","148","5","1","2","6","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","19","2","0","6","94","1","2","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","21","0","3","3","70","3","1","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","32","2","4","27","179","4","4","1","3","0","0","7","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","52","6","6","25","187","6","8","2","2","0","1","1","1","0","0","0","0","1","1","0","0","0","","","","","",""
"渋谷区","18","0","0","0","27","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","","","","","",""
"中野区","25","1","1","4","132","1","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","20","0","0","6","120","6","2","0","0","0","2","2","0","0","0","2","0","0","1","0","0","0","","","","","",""
"池袋","16","2","2","0","45","0","2","0","1","1","0","0","0","0","0","0","0","0","4","0","1","0","","","","","",""
"北区","18","1","0","4","95","1","3","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","20","3","3","4","65","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","16","0","1","8","119","2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","43","1","0","27","201","7","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","36","1","3","16","245","4","4","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","22","1","1","4","119","0","0","1","1","0","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","26","1","0","9","191","0","0","2","3","0","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","51","3","2","18","205","12","2","0","5","0","0","12","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","28","2","1","16","139","4","2","0","2","0","1","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","22","2","2","4","68","3","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","27","5","1","5","88","6","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","44","2","0","61","126","4","1","3","0","0","2","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","63","1","3","29","284","3","0","6","5","1","0","15","0","0","0","0","0","0","4","1","0","1","","","","","",""
"多摩小平","56","2","4","53","189","11","3","0","4","0","1","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","799","42","49","351","3499","89","54","25","59","3","9","68","6","1","0","7","0","1","20","1","1","2","","","","","",""
