"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","14","0","0"
"1〜4歳","0","0","0","0","0","0","7","3","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","0","1","2","0","0","2","0","0"
"20〜24歳","34","7","18","27","2","5","1","2","0"
"25〜29歳","40","10","14","20","1","1","0","1","0"
"30〜34歳","34","18","20","13","0","4","1","0","0"
"35〜39歳","26","16","14","10","1","0","1","0","0"
"40〜44歳","22","13","8","13","2","1","1","0","0"
"45〜49歳","15","14","5","8","2","0","3","0","0"
"50〜54歳","6","9","6","7","0","1","0","0","0"
"55〜59歳","4","6","3","1","0","0","2","0","0"
"60〜64歳","1","3","1","0","0","1","4","0","0"
"65〜69歳","1","3","1","0","0","0","3","1","0"
"70歳以上","1","1","1","0","0","0","32","9","1"
"合計","195","100","92","101","8","13","71","17","1"
