"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1〜4歳","0","0","0","0","0","0","1","1","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","3","0","0"
"15〜19歳","6","1","1","2","0","0","0","0","0"
"20〜24歳","34","8","11","15","3","0","1","0","0"
"25〜29歳","27","6","8","6","1","0","1","0","0"
"30〜34歳","19","7","8","6","2","0","0","0","0"
"35〜39歳","9","2","4","1","0","0","0","1","0"
"40〜44歳","5","2","2","4","0","0","1","0","0"
"45〜49歳","2","3","4","2","0","0","1","0","0"
"50〜54歳","1","1","1","1","0","0","0","0","0"
"55〜59歳","0","2","0","0","0","0","1","0","0"
"60〜64歳","0","0","0","0","0","0","0","0","0"
"65〜69歳","0","0","0","0","0","0","3","0","0"
"70歳以上","0","1","0","0","0","0","11","2","0"
"合計","103","33","39","37","6","0","32","5","0"
