"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","5","0","0","20","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","4","20","5","4","86","1","2","4","39","0","0","3","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"1歳","19","38","13","14","194","5","3","1","69","3","0","2","3","0","2","0","0","0","0","2","1","0","0","0","0","0","1","0"
"2歳","22","15","7","43","152","4","2","9","22","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","24","6","7","64","112","7","3","11","4","0","3","1","4","0","0","0","0","0","0","1","2","0","0","0","0","0","2","0"
"4歳","17","3","5","105","138","6","2","8","3","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","17","2","10","91","109","8","1","12","0","0","6","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6歳","9","0","2","64","79","6","1","6","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","8","0","2","73","78","11","1","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","8","0","2","47","63","9","0","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","4","0","0","34","52","5","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","28","0","3","48","118","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","28","0","0","8","17","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","43","1","2","25","151","2","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","40","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0"
"40〜49歳","40","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","26","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","0"
"合計","358","90","58","620","1369","76","16","66","140","5","19","12","12","0","21","0","0","0","0","7","7","0","0","0","0","0","7","0"
