"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","4","27","1","0","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","21","18","4","0","89","9","0","0","22","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","53","23","15","8","239","28","2","1","39","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"2歳","51","5","8","6","167","29","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","54","1","9","9","128","43","0","4","1","0","0","6","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0"
"4歳","69","0","4","40","108","39","0","5","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"5歳","67","1","6","43","114","31","1","9","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","62","1","7","27","89","16","0","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","49","0","3","29","90","18","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","46","0","2","16","72","7","0","2","0","0","0","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","33","0","0","11","52","6","1","0","0","1","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","95","0","2","38","177","13","2","3","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","57","0","1","9","55","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","109","0","1","6","188","2","0","1","0","0","1","3","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","2","0"
"60〜69歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","7","0","0","0","0","0","7","0"
"70〜79歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","4","0"
"80歳以上","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"合計","1098","76","63","242","1578","241","8","38","69","4","1","36","5","0","0","10","0","3","2","0","1","23","1","0","0","0","0","22","0"
