"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","23","17","0"
"1〜4歳","0","0","0","0","0","0","4","33","0"
"5〜9歳","0","0","0","0","0","0","0","6","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","17","1","1","5","3","0","0","1","0"
"20〜24歳","29","7","10","11","5","2","0","0","0"
"25〜29歳","33","10","9","20","4","2","3","0","0"
"30〜34歳","26","8","5","20","4","2","2","0","0"
"35〜39歳","20","10","5","9","3","1","2","1","0"
"40〜44歳","14","4","5","9","1","0","3","2","0"
"45〜49歳","13","8","2","5","1","1","5","0","1"
"50〜54歳","5","4","1","1","1","0","3","0","0"
"55〜59歳","3","5","1","1","0","0","9","0","0"
"60〜64歳","2","3","0","0","0","1","2","2","0"
"65〜69歳","1","0","0","1","0","0","7","2","0"
"70歳以上","1","0","0","1","0","0","75","5","2"
"合計","164","60","39","83","22","9","139","70","3"
