"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","6","0"
"1〜4歳","0","0","0","0","0","0","1","13","0"
"5〜9歳","0","0","0","0","0","0","1","3","0"
"10〜14歳","1","0","1","0","1","0","0","0","0"
"15〜19歳","18","3","0","5","2","0","0","0","1"
"20〜24歳","36","8","7","13","1","1","0","0","0"
"25〜29歳","43","14","17","16","3","0","0","0","0"
"30〜34歳","29","19","13","16","0","2","2","1","0"
"35〜39歳","20","13","12","7","0","0","0","1","0"
"40〜44歳","20","13","12","4","1","0","1","0","0"
"45〜49歳","8","8","7","4","3","0","0","0","0"
"50〜54歳","5","6","5","1","2","1","2","0","0"
"55〜59歳","1","4","2","1","0","0","4","0","0"
"60〜64歳","1","2","1","0","0","0","3","0","0"
"65〜69歳","0","2","0","1","0","0","9","3","0"
"70歳以上","3","6","0","0","1","0","41","1","1"
"合計","185","98","77","68","14","4","66","28","2"
