"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","14","18","1","0","14","0","9","0","5","1","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","1","1","5"
"〜1歳","0","28","40","17","6","86","2","77","4","24","17","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","34","100","52","40","149","3","291","1","50","57","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","2","6","48","19","57","84","5","150","11","16","34","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","2","5","16","10","87","114","2","76","13","3","13","4","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"4歳","3","8","13","13","93","97","5","54","10","1","16","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","2","3","6","5","114","104","6","39","17","1","9","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","4","1","4","142","95","7","14","12","0","3","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","3","8","3","2","104","74","8","11","10","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","4","0","1","110","96","14","6","9","0","5","7","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","1","9","1","1","78","54","8","3","5","0","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","102","0","7","135","180","17","3","6","0","4","6","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","6","158","0","1","21","36","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","4","218","0","1","57","101","2","9","0","0","2","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","1","0","3"
"30〜39歳","7","190","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"40〜49歳","11","233","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","2"
"50〜59歳","7","269","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6"
"60〜69歳","3","174","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","8","0","0","0","0","0","0","0","2","0","6"
"70〜79歳","1","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","2","1","19"
"80歳以上","1","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","4","0","40"
"合計","61","1708","246","134","1044","1284","82","742","98","100","173","38","10","1","0","16","0","1","8","0","0","0","101","0","0","0","0","0","0","0","11","2","90"
