"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","0","0","11","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","2","3","0","47","2","0","0","20","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","5","6","5","101","12","4","1","22","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","7","0","5","6","58","15","2","2","7","0","2","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","7","0","5","18","62","16","2","1","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","10","0","1","20","46","10","2","2","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","15","0","1","29","46","5","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","13","0","4","19","43","4","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","17","0","0","17","33","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","18","0","2","14","21","2","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","7","0","0","7","26","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","24","0","0","18","44","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","6","0","1","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","5","0","0","18","104","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","168","9","28","172","650","75","11","18","53","0","5","12","8","2","0","6","0","1","5","0","0","0","0","0","0","0","0","0"
