"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","1","0","5","1","9","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","19","9","2","69","3","162","1","26","43","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","24","37","19","115","5","601","3","36","120","3","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","18","10","29","69","3","286","3","8","68","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","0","6","11","38","101","6","133","10","3","40","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","1","8","54","76","9","74","12","2","32","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","2","0","11","54","80","9","43","14","2","30","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","2","44","48","9","18","4","1","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","2","32","49","13","19","2","0","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","24","39","7","6","4","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","16","39","2","6","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","1","36","82","4","6","2","0","5","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","4","15","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","11","48","0","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","10","70","95","363","835","71","1373","57","79","355","27","12","1","1","3","0","0","5","0","0","0","0","0","0","0","0","0","0"
