"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","20","9","6","9","3","0","3","0","0","",""
"区南部","21","0","0","5","0","0","1","0","0","",""
"区西南部","8","2","4","0","1","0","2","0","0","",""
"区西部","11","14","26","5","4","0","8","0","0","",""
"区西北部","6","5","2","1","0","0","3","0","0","",""
"区東北部","6","1","1","2","1","0","0","0","0","",""
"区東部","9","0","1","2","1","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","8","3","0","0","1","0","1","0","0","",""
"北多摩西部","14","1","0","0","2","0","0","0","0","",""
"北多摩南部","3","0","0","0","0","0","2","0","1","",""
"北多摩北部","0","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","106","35","40","24","13","0","26","0","1","",""
