"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","24","32","21","20","0","0","9","2","3","0","",""
"区南部","13","6","2","5","0","0","3","1","0","0","",""
"区西南部","9","1","0","3","0","0","7","0","0","0","",""
"区西部","26","14","21","23","0","7","13","4","0","0","",""
"区西北部","15","3","6","12","0","1","2","1","1","0","",""
"区東北部","0","0","0","0","0","0","9","6","0","0","",""
"区東部","7","4","0","10","0","0","3","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","1","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","18","5","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","94","60","51","74","0","8","64","22","4","0","",""
