"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","4","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","21","2","0","0","24","7","0","0","19","0","0","0","1","0","0","0","0","0","0","0"
"1歳","74","0","2","0","60","17","0","1","19","0","1","1","2","0","0","0","0","0","0","0"
"2歳","91","0","3","1","38","11","0","0","1","0","0","5","1","0","0","0","0","0","0","0"
"3歳","112","0","1","7","29","14","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"4歳","152","0","2","20","28","10","0","2","0","0","0","2","0","0","0","2","0","0","0","0"
"5歳","148","0","1","19","27","6","1","2","0","0","0","7","0","0","0","0","0","0","0","0"
"6歳","141","0","1","8","26","3","0","2","0","0","0","5","0","0","0","0","0","0","0","0"
"7歳","97","0","0","14","25","0","0","1","0","0","0","6","1","0","0","1","0","0","0","0"
"8歳","103","1","0","12","20","2","0","4","0","0","0","4","0","0","0","0","0","0","0","0"
"9歳","100","0","0","8","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","278","0","1","12","51","1","0","0","0","2","0","2","0","0","0","1","0","0","1","0"
"15〜19歳","118","0","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","246","0","1","10","99","1","0","3","0","2","0","1","0","0","0","1","0","0","0","0"
"30〜39歳","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2321","3","12","112","462","75","2","16","39","4","1","35","5","0","0","9","0","0","1","0"
