"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","8","0","1","16","5","1","0","2","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","4","20","4","4","71","7","0","0","30","0","0","0","1","1","0","0","0","0","0","0"
"1歳","9","30","5","15","223","42","4","2","36","0","2","5","7","1","2","0","0","0","2","0"
"2歳","18","15","2","17","181","30","1","2","3","0","1","8","3","0","0","0","0","0","2","0"
"3歳","28","3","4","20","124","26","1","3","4","0","0","11","1","0","0","2","0","0","0","0"
"4歳","23","3","3","32","138","21","0","3","0","0","2","15","1","0","0","0","0","0","0","0"
"5歳","34","1","4","48","157","19","0","11","0","0","0","15","1","0","0","0","0","0","2","0"
"6歳","43","2","2","22","132","19","1","8","0","0","0","16","0","0","0","1","0","0","1","0"
"7歳","22","0","1","47","121","5","0","4","0","0","1","5","0","0","0","0","0","0","0","0"
"8歳","17","0","0","27","109","4","0","1","0","0","2","8","0","0","0","0","0","0","0","0"
"9歳","19","0","1","16","87","4","0","0","0","0","0","4","2","0","0","0","0","0","2","0"
"10〜14歳","61","1","2","36","189","5","0","6","0","1","0","7","1","0","0","0","0","0","0","0"
"15〜19歳","19","0","0","6","42","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"20〜29歳","35","0","1","10","302","0","0","1","0","3","1","2","0","0","0","0","0","0","0","0"
"30〜39歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"40〜49歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50〜59歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","405","83","29","301","1892","187","8","41","75","4","9","96","19","2","2","9","1","0","9","0"
